20"CTR_NO","CTR_SIZE","LDD_MT_FLG","IMP_EXP_FLG","FCL_LCL_FLG","SEAL_NO","SLINE_CD","ICD_LOC_CD","STK_LOC","ROW_NO","COLUMN_NO","HEIGHT","STK_ID","ID"
"MLCU2850835",20,"E","I","","","ACC","EWH","207/008A","207","008","A","E2","E2:207:008:A"
"TCKU1864132",20,"L","I","FCL","INT","NYK","NTA","302/021D","302","021","D","N1","N1:302:021:D"
"NSLU2004009",20,"E","I","FCL","INT","ACC","ST","033/025A","033","025","A","M1","M1:033:025:A"
"WVGU1063296",40,"L","I","FCL","","CNCR","HVG","173/005B","173","005","B","H3","H3:173:005:B"
"SCXU5118201",40,"E","I","FCL","","ACC","NTA","324/023D","324","023","D","N6","N6:324:023:D"
"APLU986276",40,"E","I","","","ACC","WHF","509/001A","509","001","A","2P","2P:509:001:A"
"TOLU4947294",40,"E","I","","","ACC","WHF","509/001B","509","001","B","2P","2P:509:001:B"
"TOLU4242750",20,"L","X","FCL","046923","MSC","EWH","204/002B","204","002","B","E1","E1:204:002:B"
"OOLU5654845",40,"L","I","FCL","INT","OOCL","NTA","319/007A","319","007","A","N5","N5:319:007:A"
"ILSU2001732",20,"E","E","FCL","","RES","EWH","207/006D","207","006","D","E2","E2:207:006:D"
"TPHU2525307",20,"L","I","FCL","INT","ACC","EWH","204/002A","204","002","A","E1","E1:204:002:A"
"NYKU5464805",40,"L","I","FCL","INT","NYK","NTA","325/012B","325","012","B","N6","N6:325:012:B"
"TGHU2961703",20,"E","E","","","UASL","EWH","205/009A","205","009","A","E2","E2:205:009:A"
"DVRU1400447",20,"E","E","","","UASL","HVG","178/003A","178","003","A","H4","H4:178:003:A"
"TCNU9287556",40,"L","I","","PGMD CARGO","CNCR","ST","072/019B","072","019","B","S9","S9:072:019:B"
"FSCU3219780",20,"L","I","FCL","","CNCR","NTA","327/001A","327","001","A","N6","N6:327:001:A"
"PCIU3286726",20,"E","E"," ","","PIL","NTA","326/001D","326","001","D","N6","N6:326:001:D"
"ILCU5023559",20,"L","I","FCL","INT","ACC","NTA","298/026A","298","026","A","N1","N1:298:026:A"
"CSVU2105087",20,"E","E","FCL","","SFS","IWH","132/013D","132","013","D","I6","I6:132:013:D"
"CRXU2238716",20,"L","I","FCL","INT","ACC","ST","033/024A","033","024","A","M1","M1:033:024:A"
"ILCU7821394",20,"L","I","FCL","","CNCR","ST","033/018C","033","018","C","M1","M1:033:018:C"
"DVRU1603038",20,"E","E","","","UASL","NTA","323/004B","323","004","B","N6","N6:323:004:B"
"CAXU9035300",40,"L","I","FCL","INT","MOL","NTA","308/007A","308","007","A","N3","N3:308:007:A"
"FSCU3085818",20,"L","I","FCL","MSC TRANSH","UASL","NTA","300/005A","300","005","A","N1","N1:300:005:A"
"INBU3826680",20,"L","I","FCL","","CNCR","NTA","333/029A","333","029","A","N8","N8:333:029:A"
"DVRU1575595",20,"L","I","FCL","","PMA","NTA","334/005C","334","005","C","N8","N8:334:005:C"
"FSCU3694835",20,"L","I","FCL","","PMA","NTA","334/005A","334","005","A","N8","N8:334:005:A"
"FBLU3093170",20,"E","E","FCL","","UASL","HVG","149/005D","149","005","D","H1","H1:149:005:D"
"TPHU4434130",40,"L","I","FCL","PGMD CARGO","CNCR","EWH","219/007A","219","007","A","E4","E4:219:007:A"
"GESU5694450",40,"L","I","FCL","INT","TASS","NTA","323/007B","323","007","B","N6","N6:323:007:B"
"DVRU1380309",20,"E","E","","","UASL","EWH","208/008D","208","008","D","E2","E2:208:008:D"
"CRXU1789463",20,"E","E","","","UASL","HVG","147/004D","147","004","D","H1","H1:147:004:D"
"MLCU3251235",20,"E","E","","","UASL","HVG","148/005B","148","005","B","H1","H1:148:005:B"
"GESU5694980",40,"L","I","FCL","INT","TASS","NTA","320/011D","320","011","D","N5","N5:320:011:D"
"ILCU5017387",20,"L","I","FCL","692242","ACC","WHF","517/033C","517","033","C","4P","4P:517:033:C"
"INBU3399803",20,"E","E","FCL","","SFS","EWH","205/002B","205","002","B","E2","E2:205:002:B"
"TPHU4761805",40,"L","I","","","CNCR","ST","074/019C","074","019","C","X3","X3:074:019:C"
"TPHU4509901",40,"E","E","","","CNCR","EWH","213/015C","213","015","C","E3","E3:213:015:C"
"PSFU5055760",20,"L","I","FCL","INT","ACC","ST","029/020A","029","020","A","M1","M1:029:020:A"
"TRLU6673393",40,"L","I","FCL","DCT-TKD","ACC","WHF","533/004B","533","004","B","NP","NP:533:004:B"
"JAYU1047393",20,"E","E","FCL","","SGL","HVG","180/003B","180","003","B","H4","H4:180:003:B"
"SGLU2000334",20,"E","E","FCL","INT","SGL","ST","033/028C","033","028","C","M1","M1:033:028:C"
"TOLU2435133",20,"E","E","","","UASL","EWH","205/001B","205","001","B","E2","E2:205:001:B"
"CSVU4033047",40,"E","E","FCL","00","NMS","NTA","335/018A","335","018","A","N8","N8:335:018:A"
"ILCU5046472",20,"L","I","FCL","","ACC","ST","032/014A","032","014","A","M1","M1:032:014:A"
"ILCU5037357",20,"L","I","FCL","","ACC","HVG","192/009D","192","009","D","H4","H4:192:009:D"
"CAXU2400000",20,"L","I","FCL","INT","MXC","WHF","533/015A","533","015","A","NP","NP:533:015:A"
"TRLU7213406",40,"E","E","FCL","176448","HJS","HVG","154/001C","154","001","C","H1","H1:154:001:C"
"ICSU4668670",20,"L","I","FCL","123","WWS","NTA","305/006C","305","006","C","N2","N2:305:006:C"
"DVRU1316790",20,"L","I","FCL","MSC TRANSH","UASL","ST","033/008B","033","008","B","M1","M1:033:008:B"
"MRKU6988381",20,"L","I","FCL","N","SAF","ST","014/004A","014","004","A","S2","S2:014:004:A"
"STRU9410072",40,"L","I","FCL","INT","SEAP","NTA","318/015C","318","015","C","N5","N5:318:015:C"
"STRU9372187",40,"E","E","FCL","","SEAP","IWH","100/046C","100","046","C","I4","I4:100:046:C"
"DVRU1340796",20,"E","E","","","UASL","EWH","205/003B","205","003","B","E2","E2:205:003:B"
"TRIU9157462",40,"L","I","FCL","123","HLAG","NTA","309/005C","309","005","C","N3","N3:309:005:C"
"NSLU2006280",20,"L","I","FCL","","CNCR","ST","071/026B","071","026","B","S9","S9:071:026:B"
"CAXU2139703",20,"E","E","","","UASL","ST","031/023C","031","023","C","M1","M1:031:023:C"
"MOTU5804500",40,"L","I","FCL","INT","MOL","NTA","301/025D","301","025","D","N1","N1:301:025:D"
"CAXU9895744",40,"L","I","FCL","INT","MOL","NTA","324/013D","324","013","D","N6","N6:324:013:D"
"TPHU5215481",40,"E","E","FCL","INT","SSLP","NTA","327/009A","327","009","A","N6","N6:327:009:A"
"TGHU7231478",40,"L","I","FCL","N","HLAG","NTA","301/013D","301","013","D","N1","N1:301:013:D"
"CRXU2902297",20,"E","E","FCL","","SAT","HVG","175/009B","175","009","B","H3","H3:175:009:B"
"FSCU7944491",20,"E","E","FCL","","SAT","HVG","178/004A","178","004","A","H4","H4:178:004:A"
"CRXU1970492",20,"L","I","FCL","INT","TASS","NTA","304/018C","304","018","C","N2","N2:304:018:C"
"TPHU5096464",20,"E","I","","","ACC","NTA","334/018A","334","018","A","N8","N8:334:018:A"
"CXNU1219587",20,"L","I","FCL","INT","ACC","HVG","174/003B","174","003","B","H3","H3:174:003:B"
"BLJU4220573",40,"L","I","FCL","5555555","ALB","NTA","300/035B","300","035","B","N1","N1:300:035:B"
"BLJU4350200",40,"L","I","FCL","222","ALB","NTA","302/035C","302","035","C","N1","N1:302:035:C"
"NSAU4926700",40,"L","I","FCL","INT","OSA","NTA","314/001C","314","001","C","N4","N4:314:001:C"
"ZIMU2951097",20,"L","I","FCL","397322","SSSP","WHF","504/022A","504","022","A","1P","1P:504:022:A"
"CRXU2352734",20,"E","I","","","ACC","ST","074/007D","074","007","D","X3","X3:074:007:D"
"TPHU5319906",40,"L","I","","PGMD CARGO","CNCR","NTA","319/010D","319","010","D","N5","N5:319:010:D"
"TCLU4457652",40,"L","I","FCL","1638396","HJS","NTA","302/027C","302","027","C","N1","N1:302:027:C"
"GESU5913901",40,"L","I","FCL","37852","MXC","NTA","303/009D","303","009","D","N2","N2:303:009:D"
"CRXU2510634",20,"E","E","FCL","INT","SBMA","HVG","187/001B","187","001","B","H4","H4:187:001:B"
"MLCU3866688",20,"L","I","FCL","INT","NMS","ST","032/023C","032","023","C","M1","M1:032:023:C"
"UETU5027095",40,"L","I","FCL","INT","HMIPL","NTA","309/005D","309","005","D","N3","N3:309:005:D"
"TPHU5065611",40,"E","I","","","ACC","ST","071/019D","071","019","D","S9","S9:071:019:D"
"LHCU2963024",20,"L","I","FCL","INT","PV","NTA","298/025D","298","025","D","N1","N1:298:025:D"
"LHCU2962521",20,"L","I","FCL","INT","PV","NTA","327/015D","327","015","D","N6","N6:327:015:D"
"ESPU8000665",40,"L","I","FCL","D383407","ESAPL","NTA","310/001C","310","001","C","N3","N3:310:001:C"
"TTNU2729345",20,"E","E","FCL","","NMS","HVG","151/004B","151","004","B","H1","H1:151:004:B"
"ZWFU1000452",20,"L","I","FCL","903884","ZWF","NTA","306/005C","306","005","C","N2","N2:306:005:C"
"INBU3827202",20,"E","E","FCL","INT","NMS","WHF","503/022A","503","022","A","1P","1P:503:022:A"
"TPHU4612083",20,"L","I","","PGMD CARGO","CNCR","NTA","320/001D","320","001","D","N5","N5:320:001:D"
"TTNU3650564",20,"E","I","","","ACC","HVG","153/003C","153","003","C","H1","H1:153:003:C"
"TPHU6454140",20,"L","I","","WH_MGR","ACC","ST","031/026B","031","026","B","M1","M1:031:026:B"
"ILCU5001375",20,"E","I","FCL","EMPT","ACC","EWH","227/006C","227","006","C","E5","E5:227:006:C"
"FSCU3360458",20,"L","I","FCL","INT","NMS","WHF","530/014A","530","014","A","NP","NP:530:014:A"
"OOLU9327291",40,"L","I","FCL","","OOCL","NTA","317/005C","317","005","C","N4","N4:317:005:C"
"ALMU1017776",20,"L","I","FCL","INT","MCS","ST","011/076A","011","076","A","S2","S2:011:076:A"
"GSTU5931249",20,"L","I","FCL","INT","SSLP","ST","033/013B","033","013","B","M1","M1:033:013:B"
"CPSU1602659",20,"L","I","FCL","INT","SSLP","ST","033/016B","033","016","B","M1","M1:033:016:B"
"RZDU0056061",20,"L","I","FCL","INT","ACC","ST","032/028B","032","028","B","M1","M1:032:028:B"
"CSQU3054070",20,"L","I","FCL","INT","SSLP","ST","032/012B","032","012","B","M1","M1:032:012:B"
"CLHU2611720",20,"E","E","FCL","","MAI","ST","074/015C","074","015","C","X3","X3:074:015:C"
"APMU2751251",20,"L","I","FCL","INT","CNCR","WHF","504/020B","504","020","B","1P","1P:504:020:B"
"CAXU6124379",20,"L","I","FCL","INT","CNCR","WHF","502/007A","502","007","A","1P","1P:502:007:A"
"APMU2838773",20,"L","I","FCL","INT","CNCR","ST","033/011C","033","011","C","M1","M1:033:011:C"
"STMU2608354",20,"E","E","","","ASPL","HVG","180/003A","180","003","A","H4","H4:180:003:A"
"ITLU6966970",20,"L","I","FCL","INT","SSLP","ST","031/029A","031","029","A","M1","M1:031:029:A"
"IVLU9561414",20,"E","E","FCL","INT","SSLP","HVG","147/002D","147","002","D","H1","H1:147:002:D"
"APHU6571507",40,"L","I","FCL","INT","APL","ST","028/057A","028","057","A","S4","S4:028:057:A"
"TGHU8276306",40,"E","E","FCL","10198","MSC","WHF","509/001C","509","001","C","2P","2P:509:001:C"
"MSKU3845901",20,"L","I","FCL","8889","MAI","NTA","302/023D","302","023","D","N1","N1:302:023:D"
"TRIU3958680",20,"L","I","","COURT CASE","ACC","ST","011/005A","011","005","A","S2","S2:011:005:A"
"IALU2200632",20,"L","I","FCL","INT","IAL","ST","032/025A","032","025","A","M1","M1:032:025:A"
"CRXU2355815",20,"E","E","FCL","","CNCR","ST","011/004A","011","004","A","S2","S2:011:004:A"
"CBHU0218988",20,"E","I","","","ACC","HVG","151/003D","151","003","D","H1","H1:151:003:D"
"MAEU7826455",20,"L","I","FCL","INT","MAI","ST","033/013C","033","013","C","M1","M1:033:013:C"
"GATU0409488",20,"L","I","FCL","INT","MAI","HVG","175/006C","175","006","C","H3","H3:175:006:C"
"TRLU3014833",20,"E","E","FCL","INT","DSP","NTA","300/009D","300","009","D","N1","N1:300:009:D"
"MSKU3040872",20,"L","I","FCL","INT","MAI","NTA","300/018D","300","018","D","N1","N1:300:018:D"
"MSKU2287127",20,"L","I","FCL","INT","MAI","NTA","300/017D","300","017","D","N1","N1:300:017:D"
"TTNU1682794",20,"L","I","FCL","INT","NMS","ST","033/003A","033","003","A","M1","M1:033:003:A"
"CXIU3000214",20,"E","E","FCL","","CNCR","ST","031/021A","031","021","A","M1","M1:031:021:A"
"MSKU2326645",20,"L","I","FCL","INT","MAI","ST","033/023C","033","023","C","M1","M1:033:023:C"
"CRSU1171637",20,"L","I","FCL","INT","VFSS","NTA","330/010A","330","010","A","N7","N7:330:010:A"
"CRXU3417249",20,"L","I","FCL","INT","VFSS","NTA","301/024B","301","024","B","N1","N1:301:024:B"
"CRSU1018042",20,"L","I","FCL","INT","VFSS","NTA","301/025A","301","025","A","N1","N1:301:025:A"
"MLCU2896332",20,"L","I","FCL","INT","MAI","NTA","302/029A","302","029","A","N1","N1:302:029:A"
"CRSU1145659",20,"E","E","FCL","","VFSS","IWH","132/024B","132","024","B","I6","I6:132:024:B"
"CRSU1059720",20,"L","I","FCL","INT","VFSS","NTA","300/025A","300","025","A","N1","N1:300:025:A"
"APHU6777355",40,"E","E","","","APL","ST","028/014A","028","014","A","S4","S4:028:014:A"
"YMLU2778181",20,"L","I","FCL","INT","MCSY","ST","033/008C","033","008","C","M1","M1:033:008:C"
"TGHU7794466",40,"E","E","FCL","107551","NMS","EWH","218/064A","218","064","A","E4","E4:218:064:A"
"TEXU3930273",20,"E","E","","","IAL","ST","031/018A","031","018","A","M1","M1:031:018:A"
"DVRU1559887",20,"E","E","","","AESI","EWH","219/008B","219","008","B","E4","E4:219:008:B"
"CAXU2499612",20,"E","E","","","AESI","HVG","186/001A","186","001","A","H4","H4:186:001:A"
"GESU2514169",20,"L","I","FCL","INT","SSP","WHF","533/006B","533","006","B","NP","NP:533:006:B"
"DVRU1372664",20,"E","E","","","UASL","ST","074/017D","074","017","D","X3","X3:074:017:D"
"TEXU3861742",20,"L","I","FCL","123","SSP","NTA","299/019B","299","019","B","N1","N1:299:019:B"
"CAXU6503963",20,"L","I","FCL","125","MAI","ST","032/015A","032","015","A","M1","M1:032:015:A"
"APMU2845983",20,"L","I","FCL","0","MAI","NTA","327/013B","327","013","B","N6","N6:327:013:B"
"CAIU8318915",40,"L","I","FCL","5200693","MAI","ST","073/011D","073","011","D","S9","S9:073:011:D"
"XTRU4019402",40,"L","I","","","CNCR","NTA","302/025D","302","025","D","N1","N1:302:025:D"
"CAIU8315372",40,"L","I","FCL","5200565","MAI","ST","072/017C","072","017","C","S9","S9:072:017:C"
"OOLU8337377",40,"L","I","FCL","INT","OOCL","WHF","533/009B","533","009","B","NP","NP:533:009:B"
"MAEU8296703",40,"E","E","FCL","002589","SAF","ST","010/092A","010","092","A","S2","S2:010:092:A"
"OOLU8609454",40,"L","I","FCL","8561","OOCL","NTA","318/019B","318","019","B","N5","N5:318:019:B"
"IRSU2395046",20,"L","I","FCL","INT","SSP","NTA","299/028C","299","028","C","N1","N1:299:028:C"
"HLXU2031743",20,"L","I","FCL","INT","GES","NTA","299/020B","299","020","B","N1","N1:299:020:B"
"TRIU3621489",20,"L","I","FCL","INT","MAI","NTA","300/027C","300","027","C","N1","N1:300:027:C"
"APHU6149092",40,"L","I","FCL","232","APL","EWH","209/018A","209","018","A","E2","E2:209:018:A"
"APHU6089558",40,"L","I","FCL","INT","APL","ST","007/007A","007","007","A","S1","S1:007:007:A"
"APHU6342814",40,"L","I","FCL","INT","APL","NTA","327/005A","327","005","A","N6","N6:327:005:A"
"TRIU2872643",20,"L","I","FCL","INT","PO","NTA","300/006B","300","006","B","N1","N1:300:006:B"
"TTNU3759025",20,"L","I","FCL","INT","PO","NTA","300/005B","300","005","B","N1","N1:300:005:B"
"PONU0988935",20,"E","E","FCL","INT","PO","WHF","502/018C","502","018","C","1P","1P:502:018:C"
"UACU4909411",40,"L","I","FCL","F2","TWSS","NTA","322/013D","322","013","D","N5","N5:322:013:D"
"MSKU3117608",20,"E","E","FCL","INT","PO","ST","032/025C","032","025","C","M1","M1:032:025:C"
"TRLU5589565",40,"L","I","FCL","","APL","NTA","324/011A","324","011","A","N6","N6:324:011:A"
"INKU2788969",40,"E","E","FCL","","SSLP","NTA","333/001D","333","001","D","N8","N8:333:001:D"
"TTNU9480906",40,"L","I","FCL","INT","MAI","NTA","303/009B","303","009","B","N2","N2:303:009:B"
"PONU0101790",20,"E","E","FCL","NIT","PO","ST","032/016B","032","016","B","M1","M1:032:016:B"
"PONU0559210",20,"E","E","FCL","0287","PO","ST","031/025A","031","025","A","M1","M1:031:025:A"
"TRLU4469550",40,"L","I","FCL","INT","DSP","NTA","318/009A","318","009","A","N5","N5:318:009:A"
"POCU0329657",20,"E","E","FCL","F2","PO","WHF","502/020A","502","020","A","1P","1P:502:020:A"
"FSCU6839315",40,"L","X","FCL","145469","SSSP","ST","073/003C","073","003","C","S9","S9:073:003:C"
"APLU9063771",40,"L","I","FCL","INT","APL","WHF","533/029D","533","029","D","NP","NP:533:029:D"
"MAEU7899699",20,"E","E","FCL","INT","PO","ST","074/010D","074","010","D","X3","X3:074:010:D"
"RPGU2030869",20,"L","I","FCL","INT","ACC","WHF","517/034D","517","034","D","4P","4P:517:034:D"
"OCLU0919948",20,"E","E","FCL","INT","PO","ST","074/010C","074","010","C","X3","X3:074:010:C"
"CMBU2371065",20,"E","E","","","MAI","EWH","205/002A","205","002","A","E2","E2:205:002:A"
"OOLU8408280",40,"L","I","FCL","OOLBHJ5375","OOCL","ST","071/017B","071","017","B","S9","S9:071:017:B"
"JAYU1072919",20,"L","X","FCL","002643","PMA","EWH","219/045A","219","045","A","E4","E4:219:045:A"
"FSCU3301814",20,"L","X","FCL","002644","SWL","ST","026/092C","026","092","C","S4","S4:026:092:C"
"CAXU6330003",20,"L","I","FCL","202","MOL","NTA","300/030B","300","030","B","N1","N1:300:030:B"
"HALU2915506",20,"L","I","FCL","INT","SSH","NTA","298/032C","298","032","C","N1","N1:298:032:C"
"HALU2910973",20,"L","I","FCL","12","SSH","NTA","299/031D","299","031","D","N1","N1:299:031:D"
"TGHU2206220",20,"L","I","FCL","INT","SSH","NTA","299/033B","299","033","B","N1","N1:299:033:B"
"BLJU2250835",20,"E","E","FCL","INT","ALB","ST","032/030A","032","030","A","M1","M1:032:030:A"
"OOLU3555822",20,"L","I","FCL","235","OOCL","NTA","299/026A","299","026","A","N1","N1:299:026:A"
"ILCU5032231",20,"L","I","FCL","","CNCR","NTA","324/001D","324","001","D","N6","N6:324:001:D"
"TTNU3957000",20,"L","I","FCL","665965","SSH","NTA","329/003A","329","003","A","N7","N7:329:003:A"
"LPRU0018902",20,"L","I","","","CNCR","NTA","325/001A","325","001","A","N6","N6:325:001:A"
"MSKU4167630",20,"E","I","","","MAI","WHF","511/097A","511","097","A","3P","3P:511:097:A"
"TTNU1815222",20,"E","E","","","HAWK","HVG","187/001D","187","001","D","H4","H4:187:001:D"
"TTNU2517665",20,"E","I","","","ACC","HVG","154/003B","154","003","B","H1","H1:154:003:B"
"TTNU2551823",20,"E","E","","","HAWK","ST","031/016A","031","016","A","M1","M1:031:016:A"
"CRXU1970548",20,"E","E","FCL","INT","TLM","WHF","501/023B","501","023","B","1P","1P:501:023:B"
"TRIU3779350",20,"L","I","","","CNCR","WHF","501/019A","501","019","A","1P","1P:501:019:A"
"SUDU5711870",40,"E","E","FCL","FREE","SBMA","NTA","300/004C","300","004","C","N1","N1:300:004:C"
"SUDU4573273",40,"E","E","FCL","0","SBMA","HVG","174/005A","174","005","A","H3","H3:174:005:A"
"TRLU2357062",20,"L","I","FCL","5","APL","HVG","175/005D","175","005","D","H3","H3:175:005:D"
"RWAU2408829",20,"E","E","FCL","INT","IIC","HVG","149/005C","149","005","C","H1","H1:149:005:C"
"FSCU3804001",20,"L","I","FCL","INT","SSSP","ST","033/003C","033","003","C","M1","M1:033:003:C"
"CLHU2707268",20,"L","I","FCL","INT","SSSP","ST","032/003A","032","003","A","M1","M1:032:003:A"
"PMLU2010804",20,"L","I","FCL","INT","PSLP","NTA","300/010C","300","010","C","N1","N1:300:010:C"
"ZIMU2476823",20,"L","I","FCL","INT","SSSP","ST","031/010A","031","010","A","M1","M1:031:010:A"
"GLDU3007870",20,"L","I","FCL","INT","APL","ST","030/045B","030","045","B","M1","M1:030:045:B"
"PMLU2028378",20,"L","I","FCL","F2","PSLP","NTA","298/014B","298","014","B","N1","N1:298:014:B"
"ZIMU2240838",20,"L","I","FCL","469646","SSSP","ST","029/019A","029","019","A","M1","M1:029:019:A"
"FSCU7386975",20,"L","I","FCL","INT","SSSP","ST","032/004C","032","004","C","M1","M1:032:004:C"
"PCIU3329978",20,"E","E","","","UES","EWH","219/035A","219","035","A","E4","E4:219:035:A"
"IPXU2231610",20,"L","I","FCL","INT","PSLP","NTA","302/015A","302","015","A","N1","N1:302:015:A"
"CAXU2828791",20,"L","I","FCL","INT","PSLP","ST","032/003B","032","003","B","M1","M1:032:003:B"
"PMLU2008366",20,"L","I","FCL","INT","PSLP","NTA","301/019D","301","019","D","N1","N1:301:019:D"
"FSCU3687693",20,"L","I","FCL","INT","SSSP","ST","031/001C","031","001","C","M1","M1:031:001:C"
"REGU3070720",20,"L","I","FCL","INT","MSPL","ST","031/005A","031","005","A","M1","M1:031:005:A"
"REGU3071027",20,"L","I","FCL","IN","MSPL","ST","031/003B","031","003","B","M1","M1:031:003:B"
"MOGU2521341",20,"L","I","FCL","INT","MOL","NTA","298/024D","298","024","D","N1","N1:298:024:D"
"FSCU7435010",20,"L","I","FCL","IN","MOL","NTA","299/020C","299","020","C","N1","N1:299:020:C"
"MOAU0540310",20,"L","I","FCL","INT","MOL","NTA","298/024B","298","024","B","N1","N1:298:024:B"
"CRXU1008597",20,"L","I","FCL","INT","MOL","WHF","533/025A","533","025","A","NP","NP:533:025:A"
"GLDU3376456",20,"L","I","FCL","INT","MOL","NTA","300/025D","300","025","D","N1","N1:300:025:D"
"MOAU0677453",20,"L","I","FCL","INT","MOL","NTA","304/020A","304","020","A","N2","N2:304:020:A"
"MOAU0572241",20,"L","I","FCL","1235","MOL","NTA","300/022C","300","022","C","N1","N1:300:022:C"
